codigo,codigo_padre,descripcion,fecha_desde,impuestos_cliente,impuestos_proveedor
62432,6243,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE LENCERIA PARA EL HOGAR, CORTINAS, VISILLOS Y DIVERSOS ARTICULOS DOMESTICOS CONFECCIONADOS CON MATERIALES TEXTILES SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62432,62432,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE LENCERIA PARA EL HOGAR, CORTINAS, VISILLO Y DIVERSOS ARTICULOS DOMESTICOS CONFECCIONADOS CON MATERIALES TEXTILES SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62432.00.1,62432,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE LENCERIA PARA EL HOGAR, CORTINAS, VISILLO Y DIVERSOS ARTICULOS DOMESTICOS CONFECCIONADOS CON MATERIALES TEXTILES SIN INTERVENCION DE TIENDAS DE VENTA",,,
62433,6243,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE  PRENDAS DE VESTIR, ARTICULOS DE PELETERIA Y ACCESORIOS DEL VESTIDO SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62433,62433,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE  PRENDAS DE VESTIR, ARTICULOS DE PELETERIA Y ACCESORIOS DEL VESTIDO SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62433.00.1,62433,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE  PRENDAS DE VESTIR, ARTICULOS DE PELETERIA Y ACCESORIOS DEL VESTIDO SIN INTERVENCION DE TIENDAS DE VENTA",,,
62434,6243,OTROS SERVICIOS COMERCIALES AL POR MENOR DE CALZADO SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62434,62434,OTROS SERVICIOS COMERCIALES AL POR MENOR DE CALZADO SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62434.00.1,62434,OTROS SERVICIOS COMERCIALES AL POR MENOR DE CALZADO SIN INTERVENCION DE TIENDAS DE VENTA,,,
6244,624,OTROS SERVICIOS COMERCIALES AL POR MENOR DE MUEBLES PARA EL HOGAR SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62441,6244,OTROS SERVICIOS COMERCIALES AL POR MENOR DE MUEBLES PARA EL HOGAR SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62441,62441,OTROS SERVICIOS COMERCIALES AL POR MENOR DE MUEBLES PARA EL HOGAR SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62441.00.1,62441,OTROS SERVICIOS COMERCIALES AL POR MENOR DE MUEBLES PARA EL HOGAR SIN INTERVENCION DE TIENDAS DE VENTA,,,
62442,6244,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE RADIO Y  TELEVISION, INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62442,62442,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE RADIO Y  TELEVISION, INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62442.00.1,62442,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE RADIO Y  TELEVISION, INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS SIN INTERVENCION DE TIENDAS DE VENTA",,,
62443,6244,OTROS SERVICIOS COMERCIALES AL POR MENOR DE APARATOS Y MATERIAL DE ILUMINACION SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62443,62443,OTROS SERVICIOS COMERCIALES AL POR MENOR DE APARATOS Y MATERIAL DE ILUMINACION SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62443.00.1,62443,OTROS SERVICIOS COMERCIALES AL POR MENOR DE APARATOS Y MATERIAL DE ILUMINACION SIN INTERVENCION DE TIENDAS DE VENTA,,,
62444,6244,OTROS SERVICIOS COMERCIALES AL  POR MENOR DE APARATOS DE USO DOMESTICO SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62444,62444,OTROS SERVICIOS COMERCIALES AL  POR MENOR DE APARATOS DE USO DOMESTICO SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62444.00.1,62444,OTROS SERVICIOS COMERCIALES AL  POR MENOR DE APARATOS DE USO DOMESTICO SIN INTERVENCION DE TIENDAS DE VENTA,,,
62445,6244,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE UTENCILLOS DIVERSOS DE  USO DOMESTICO, CUBERTERIA, ARTICULOS DE LOZA, VIDRIO, PORCELANA Y CERAMICA SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62445,62445,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE UTENCILLOS DIVERSOS DE  USO DOMESTICO, CUBERTERIA, ARTICULOS DE LOZA, VIDRIO, PORCELANA Y CERAMICA SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62445.00.1,62445,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE UTENCILLOS DIVERSOS DE  USO DOMESTICO, CUBERTERIA, ARTICULOS DE LOZA, VIDRIO, PORCELANA Y CERAMICA SIN INTERVENCION DE TIENDAS DE VENTA",,,
62446,6244,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE MIMBRE, CORCHO, TONELERIA Y OTROS ARTICULOS DE MADERA SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62446,62446,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE MIMBRE, CORCHO, TONELERIA Y OTROS ARTICULOS DE MADERA SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62446.00.1,62446,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE MIMBRE, CORCHO, TONELERIA Y OTROS ARTICULOS DE MADERA SIN INTERVENCION DE TIENDAS DE VENTA",,,
62449,6244,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS Y EQUIPO DOMESTICO N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62449,62449,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS Y EQUIPO DOMESTICO N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62449.00.1,62449,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS Y EQUIPO DOMESTICO N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,,,
6245,624,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE LIBROS, REVISTAS, PERIODICOS, ARTICULOS DE ESCRITORIO Y PRODUCTOS MISCELANEOS, SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62451,6245,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE LIBROS, REVISTAS, PERIODICOS Y ARTICULOS DE ESCRITORIO SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62451,62451,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE LIBROS, REVISTAS, PERIODICOS Y ARTICULOS DE ESCRITORIO SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62451.00.1,62451,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE LIBROS, REVISTAS, PERIODICOS Y ARTICULOS DE ESCRITORIO SIN INTERVENCION DE TIENDAS DE VENTA",,,
62452,6245,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO FOTOGRAFICO, OPTICO Y DE PRECISION SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62452,62452,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO FOTOGRAFICO, OPTICO Y DE PRECISION SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62452.00.1,62452,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO FOTOGRAFICO, OPTICO Y DE PRECISION SIN INTERVENCION DE TIENDAS DE VENTA",,,
62453,6245,OTROS SERVICIOS COMERCIALES AL POR  MENOR DE JUEGOS Y JUGUETES  SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62453,62453,OTROS SERVICIOS COMERCIALES AL POR  MENOR DE JUEGOS Y JUGUETES  SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62453.00.1,62453,OTROS SERVICIOS COMERCIALES AL POR  MENOR DE JUEGOS Y JUGUETES  SIN INTERVENCION DE TIENDAS DE VENTA,,,
62454,6245,OTROS SERVICIOS COMERCIALES AL POR MENOR DE RELOJES Y JOYAS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62454,62454,OTROS SERVICIOS COMERCIALES AL POR MENOR DE RELOJES Y JOYAS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62454.00.1,62454,OTROS SERVICIOS COMERCIALES AL POR MENOR DE RELOJES Y JOYAS SIN INTERVENCION DE TIENDAS DE VENTA,,,
62455,6245,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE DEPORTE ( INCLUIDAS LAS BICICLETAS)  SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62455,62455,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE DEPORTE ( INCLUIDAS LAS BICICLETAS)  SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62455.00.1,62455,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE DEPORTE ( INCLUIDAS LAS BICICLETAS)  SIN INTERVENCION DE TIENDAS DE VENTA,,,
62456,6245,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE CUERO Y ACCESORIOS PARA VIAJE SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62456,62456,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE CUERO Y ACCESORIOS PARA VIAJE SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62456.00.1,62456,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE CUERO Y ACCESORIOS PARA VIAJE SIN INTERVENCION DE TIENDAS DE VENTA,,,
62459,6245,OTROS SERVICIOS COMERCIALES AL POR MENOR DE BIENES DE CONSUMO DIVERSOS N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62459,62459,OTROS SERVICIOS COMERCIALES AL POR MENOR DE BIENES DE CONSUMO DIVERSOS N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62459.00.1,62459,OTROS SERVICIOS COMERCIALES AL POR MENOR DE BIENES DE CONSUMO DIVERSOS N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,,,
6246,624,OTROS SERVICIOS COMERCIALES AL POR MENOR DE MATERIALES DE CONSTRUCCION Y VIDRIO PLANO SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62461,6246,OTROS SERVICIOS COMERCIALES AL POR MENOR DE  MATERIALES DE CONSTRUCCION Y VIDRIO PLANO SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62461,62461,OTROS SERVICIOS COMERCIALES AL POR MENOR DE  MATERIALES DE CONSTRUCCION Y VIDRIO PLANO SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62461.00.1,62461,OTROS SERVICIOS COMERCIALES AL POR MENOR DE  MATERIALES DE CONSTRUCCION Y VIDRIO PLANO SIN INTERVENCION DE TIENDAS DE VENTA,,,
62462,6246,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE APARATOS, MATERIALES Y EQUIPO SANITARIO DE CERAMICA SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62462,62462,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE APARATOS, MATERIALES Y EQUIPO SANITARIO DE CERAMICA SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62462.00.1,62462,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE APARATOS, MATERIALES Y EQUIPO SANITARIO DE CERAMICA SIN INTERVENCION DE TIENDAS DE VENTA",,,
62463,6246,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PAPEL DE EMPAPELAR PAREDES Y REVESTIMIENTO DE SUELOS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62463,62463,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PAPEL DE EMPAPELAR PAREDES Y REVESTIMIENTO DE SUELOS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62463.00.1,62463,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PAPEL DE EMPAPELAR PAREDES Y REVESTIMIENTO DE SUELOS SIN INTERVENCION DE TIENDAS DE VENTA,,,
62464,6246,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE PINTURAS, BARNICES Y LACAS SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62464,62464,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE PINTURAS, BARNICES Y LACAS SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62464.00.1,62464,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE PINTURAS, BARNICES Y LACAS SIN INTERVENCION DE TIENDAS DE VENTA",,,
62465,6246,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE FERRETERIA Y HERRAMIENTAS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62465,62465,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE FERRETERIA Y HERRAMIENTAS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62465.00.1,62465,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE FERRETERIA Y HERRAMIENTAS SIN INTERVENCION DE TIENDAS DE VENTA,,,
6247,624,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE ABONOS, PRODUCTOS AGROQUIMICOS Y FARMACEUTICOS, SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62472,6247,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ABONOS Y PRODUCTOS AGROQUIMICOS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62472,62472,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ABONOS Y PRODUCTOS AGROQUIMICOS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62472.00.1,62472,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ABONOS Y PRODUCTOS AGROQUIMICOS SIN INTERVENCION DE TIENDAS DE VENTA,,,
62473,6247,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62473,62473,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62473.00.1,62473,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS SIN INTERVENCION DE TIENDAS DE VENTA,,,
62474,6247,OTROS SERVICIOS COMERCIALES AL POR MENOR DE INSTRUMENTOS Y DISPOSITIVOS PARA CIRUGIA  Y ORTOPEDIA SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62474,62474,OTROS SERVICIOS COMERCIALES AL POR MENOR DE INSTRUMENTOS Y DISPOSITIVOS PARA CIRUGIA  Y ORTOPEDIA SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62474.00.1,62474,OTROS SERVICIOS COMERCIALES AL POR MENOR DE INSTRUMENTOS Y DISPOSITIVOS PARA CIRUGIA  Y ORTOPEDIA SIN INTERVENCION DE TIENDAS DE VENTA,,,
62475,6247,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE PERFUMERIA, COSMETICOS Y JABONES DE TOCADOR SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62475,62475,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE PERFUMERIA, COSMETICOS Y JABONES DE TOCADOR SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62475.00.1,62475,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE PERFUMERIA, COSMETICOS Y JABONES DE TOCADOR SIN INTERVENCION DE TIENDAS DE VENTA",,,
62476,6247,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62476,62476,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62476.00.1,62476,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA SIN INTERVENCION DE TIENDAS DE VENTA,,,
6248,624,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE VEHICULOS DE MOTOR, MOTOCICLETAS, VEHICULOS PARA NIEVE Y REPUESTOS Y ACCESORIOS AFINES SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62481,6248,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE  VEHICULOS DE MOTOR, MOTOCICLETAS,VEHICULOS PARA NIEVE Y REPUESTOS Y ACCESORIOS  AFINES SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62481,62481,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE  VEHICULOS DE MOTOR, MOTOCICLETAS,VEHICULOS PARA NIEVE Y REPUESTOS Y ACCESORIOS  AFINES SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62481.00.1,62481,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE  VEHICULOS DE MOTOR, MOTOCICLETAS,VEHICULOS PARA NIEVE Y REPUESTOS Y ACCESORIOS  AFINES SIN INTERVENCION DE TIENDAS DE VENTA",,,
62482,6248,"OTROS SERVICIOS COMERCIALES AL POR MENOR  DE OTRO EQUIPO DE TRANSPORTE, EXCEPTO BICICLETAS, SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62482,62482,"OTROS SERVICIOS COMERCIALES AL POR MENOR  DE OTRO EQUIPO DE TRANSPORTE, EXCEPTO BICICLETAS, SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62482.00.1,62482,"OTROS SERVICIOS COMERCIALES AL POR MENOR  DE OTRO EQUIPO DE TRANSPORTE, EXCEPTO BICICLETAS, SIN INTERVENCION DE TIENDAS DE VENTA",,,
62483,6248,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO DE OFICINA, INCLUIDO EL MOBILIARIO DE OFICINA, SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62483,62483,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO DE OFICINA, INCLUIDO EL MOBILIARIO DE OFICINA, SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62483.00.1,62483,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO DE OFICINA, INCLUIDO EL MOBILIARIO DE OFICINA, SIN INTERVENCION DE TIENDAS DE VENTA",,,
62484,6248,OTROS SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE INFORMATICA Y PROGRAMAS INFORMATICOS BASICOS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62484,62484,OTROS SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE INFORMATICA Y PROGRAMAS INFORMATICOS BASICOS SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62484.00.1,62484,OTROS SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE INFORMATICA Y PROGRAMAS INFORMATICOS BASICOS SIN INTERVENCION DE TIENDAS DE VENTA,,,
62485,6248,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO PARA TRABAJOS AGRICOLAS, EN CESPED  Y DE JARDINERIA, INCLUIDOS TRACTORES, SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62485,62485,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO PARA TRABAJOS AGRICOLAS, EN CESPED  Y DE JARDINERIA, INCLUIDOS TRACTORES, SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62485.00.1,62485,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO PARA TRABAJOS AGRICOLAS, EN CESPED  Y DE JARDINERIA, INCLUIDOS TRACTORES, SIN INTERVENCION DE TIENDAS DE VENTA",,,
62486,6248,"OTROS SERVICIOS COMERCIALES AL POR MENOR  DE MAQUINARIA Y EQUIPO DE MINERIA, CONSTRUCCION E INGENIERIA CIVIL SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62486,62486,"OTROS SERVICIOS COMERCIALES AL POR MENOR  DE MAQUINARIA Y EQUIPO DE MINERIA, CONSTRUCCIOM E INGENIERIA CIVIL SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62486.00.1,62486,"OTROS SERVICIOS COMERCIALES AL POR MENOR  DE MAQUINARIA Y EQUIPO DE MINERIA, CONSTRUCCIOM E INGENIERIA CIVIL SIN INTERVENCION DE TIENDAS DE VENTA",,,
62487,6248,OTROS SERVICIOS COMERCIALES AL POR MENOR DE OTROS ELEMENTOS DE MAQUINARIA Y EQUIPO INDUSTRIALES Y SUMINISTROS AFINES PARA SU FUNCIONAMIENTO SIN INTERVENCION EN TIENDAS DE VENTA,2008-01-25,,
62487,62487,OTROS SERVICIOS COMERCIALES AL POR MENOR DE OTROS ELEMENTOS DE MAQUINARIA Y EQUIPO INDUSTRIALES Y SUMINISTROS AFINES PARA SU FUNCIONAMIENTO SIN INTERVENCION EN TIENDAS DE VENTA,2008-01-25,,
62487.00.1,62487,OTROS SERVICIOS COMERCIALES AL POR MENOR DE OTROS ELEMENTOS DE MAQUINARIA Y EQUIPO INDUSTRIALES Y SUMINISTROS AFINES PARA SU FUNCIONAMIENTO SIN INTERVENCION EN TIENDAS DE VENTA,,,
62489,6248,OTROS SERVICIOS COMERCIALES AL POR MENOR DE OTRA MAQUINARIA Y OTRO EQUIPO N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62489,62489,OTROS SERVICIOS COMERCIALES AL POR MENOR DE OTRA MAQUINARIA Y OTRO EQUIPO N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62489.00.1,62489,OTROS SERVICIOS COMERCIALES AL POR MENOR DE OTRA MAQUINARIA Y OTRO EQUIPO N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,,,
6249,624,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y OTROS PRODUCTOS AFINES SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62491,6249,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y PRODUCTOS AFINES SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62491,62491,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y PRODUCTOS AFINES SIN INTERVENCION DE TIENDAS DE VENTA",2008-01-25,,
62491.00.1,62491,"OTROS SERVICIOS COMERCIALES AL POR MENOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y PRODUCTOS AFINES SIN INTERVENCION DE TIENDAS DE VENTA",,,
62494,6249,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PAPEL Y CARTON SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62494,62494,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PAPEL Y CARTON SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62494.00.1,62494,OTROS SERVICIOS COMERCIALES AL POR MENOR DE PAPEL Y CARTON SIN INTERVENCION DE TIENDAS DE VENTA,,,
62497,6249,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ELECTRICIDAD SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62497,62497,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ELECTRICIDAD SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62497.00.1,62497,OTROS SERVICIOS COMERCIALES AL POR MENOR DE ELECTRICIDAD SIN INTERVENCION DE TIENDAS DE VENTA,,,
62498,6249,OTROS SERVICIOS COMERCIALES AL POR MENOR DE AGUA A COMISION O POR CONTRATO,2008-01-25,,
62498,62498,OTROS SERVICIOS COMERCIALES AL POR MENOR DE AGUA SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62498.00.1,62498,OTROS SERVICIOS COMERCIALES AL POR MENOR DE AGUA SIN INTERVENCION DE TIENDAS DE VENTA,,,
62499,6249,OTROS SERVICIOS COMERCIALES AL POR MENOR DE OTROS PRODUCTOS N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62499,62499,OTROS SERVICIOS COMERCIALES AL POR MENOR DE OTROS PRODUCTOS N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,2008-01-25,,
62499.00.1,62499,OTROS SERVICIOS COMERCIALES AL POR MENOR DE OTROS PRODUCTOS N.C.P. SIN INTERVENCION DE TIENDAS DE VENTA,,,
625,62,SERVICIOS COMERCIALES AL POR MENOR  A COMISION O POR CONTRATO,2008-01-23,,
6251,625,"SERVICIOS COMERCIALES AL POR MENOR DE GRANOS, SEMILLAS Y FRUTAS OLEAGINOSAS, SEMILLAS Y FORRAJES (ALIMENTO PARA ANIMALES) A COMISION O POR CONTRATO",2008-01-25,,
62511,6251,"SERVICIOS COMERCIALES AL POR MENOR DE GRANOS, SEMILLAS Y FRUTAS OLEAGINOSAS, SEMILLAS Y FORRAJES (ALIMENTO PARA ANIMALES) A COMISION O POR CONTRATO",2008-01-25,,
62511,62511,"SERVICIOS COMERCIALES AL POR MENOR DE GRANOS, SEMILLAS Y FRUTAS OLEAGINOSAS, SEMILLAS Y FORRAJES (ALIMENTO PARA ANIMALES) A COMISION O POR CONTRATO",2008-01-25,,
62511.00.1,62511,"SERVICIOS COMERCIALES AL POR MENOR DE GRANOS, SEMILLAS Y FRUTAS OLEAGINOSAS, SEMILLAS Y FORRAJES (ALIMENTO PARA ANIMALES) A COMISION O POR CONTRATO",,,
62511.00.2,62511,SERVICIOS DE PRODUCCION Y COMERCIALIZACION  AL POR MAYOR DE PLANTAS MERISTEMATICAS,,,
62512,6251,"SERVICIOS COMERCIALES AL POR MENOR DE FLORES,  Y PLANTAS A COMISION O POR CONTRATO",2008-01-25,,
62512,62512,"SERVICIOS COMERCIALES AL POR MENOR DE FLORES,  Y PLANTAS A COMISION O POR CONTRATO",2008-01-25,,
62512.00.1,62512,"SERVICIOS COMERCIALES AL POR MENOR DE FLORES,  Y PLANTAS A COMISION O POR CONTRATO",,,
62514,6251,"SERVICIOS COMERCIALES AL POR MENOR DE ANIMALES VIVOS, INCLUIDOS LOS ANIMALES DOMESTICOS, A COMISION O POR CONTRATO",2008-01-25,,
